title,directedBy,starring,imdbId,item_id
Sunshine (2007),Danny Boyle,"Cillian Murphy, Rose Byrne, Cliff Curtis, Chris Evans, Michelle Yeoh, Mark Strong, Troy Garity, Benedict Wong, Hiroyuki Sanada",0448134,52328
Scent of a Woman (Profumo di donna) (1974),Dino Risi,"Vittorio Gassman, Alessandro Momo, Agostina Belli",0072037,52424
Disturbia (2007),D.J. Caruso,"Shia LaBeouf, Sarah Roemer, David Morse, Carrie-Anne Moss, Aaron Yoo",0486822,52458
Straight Time (1978),Ulu Grosbard,"Dustin Hoffman, Theresa Russell, Gary Busey, Harry Dean Stanton, M. Emmet Walsh, Rita Taggart, Kathy Bates",0078326,52495
Tristana (1970),Luis Buñuel,"Catherine Deneuve, Fernando Rey, Franco Nero, Lola Gaos",0066491,52528
Griffin & Phoenix (2006),Ed Stone,"Amanda Peet, Dermot Mulroney, Sarah Paulson, Blair Brown, Alison Elliott, Lois Smith, Jonah Meyerson, Max Morris, Simon Jones",0460812,52583
Big Nothing (2006),Jean-Baptiste Andrea,"Simon Pegg, David Schwimmer, Alice Eve, Natascha McElhone, Jon Polito, Mimi Rogers",0488085,52606
Vacancy (2007),Nimród Antal,"Luke Wilson, Kate Beckinsale, Frank Whaley, Ethan Embry",0452702,52644
Benny's Video (1992),Michael Haneke,Arno Frisch,0103793,52666
Mr. Bean's Holiday (2007),Steve Bendelack,"Rowan Atkinson, Emma de Caunes, Willem Dafoe, Max Baldry",0453451,52694
"Invisible, The (2007)",David S. Goyer,"Justin Chatwin, Margarita Levieva, Marcia Gay Harden, Chris Marquette, Alex O'Loughlin",0435670,52712
Spider-Man 3 (2007),Sam Raimi,"Tobey Maguire, Kirsten Dunst, Topher Grace, Thomas Haden Church, James Franco",0413300,52722
21 Up (1977),Michael Apted,"Neil Hughes,  Tony Walker,  Bruce Balden,  Jacqueline Bassett,  Symon Basterfield,  Suzanne Dewey,  Nicholas Hitchon",0075610,52767
West (Occident) (2002),Cristian Mungiu,"Alexandru Papadopol, Anca-Ioana Androne, Samuel Tastet, Tania Popa",0320194,52796
Maniac Cop (1988),William Lustig,"Tom Atkins, Bruce Campbell, Laurene Landon, Richard Roundtree, Robert Z'Dar",0095583,52831
Thr3e (Three) (2006),Robby Henson,"Marc Blucas, Justine Waddell, Laura Jordan, Max Ryan, Bill Moseley",0486028,52845
Diggers (2006),Katherine Dieckmann,"Paul Rudd, Ken Marino, Ron Eldard, Josh Hamilton, Maura Tierney, Sarah Paulson, Lauren Ambrose",0469897,52865
"Flying Scotsman, The (2006)",Douglas Mackinnon,"Jonny Lee Miller, Billy Boyd, Laura Fraser, Brian Cox",0472268,52891
Red Road (2006),Andrea Arnold,"Kate Dickie, Tony Curran, Martin Compston, Nathalie Press,Paul Higgins",0471030,52929
This Is England (2006),Shane Meadows,"Thomas Turgoose, Stephen Graham, Jo Hartley",0480025,52952
Away from Her (2006),Sarah Polley,"Julie Christie, Gordon Pinsent, Olympia Dukakis, Michael Murphy, Kristen Thomson, Wendy Crewson, Alberta Watson, Thomas Hauff, Katie Boland",0491747,52967
Hairspray (2007),Adam Shankman,"John Travolta, Nikki Blonsky, Amanda Bynes, Christopher Walken, Zac Efron, Elijah Kelley, Queen Latifah, Michelle Pfeiffer, Brittany Snow, James Marsden, Allison Janney, Taylor Parks, Jesse Weafer, Jerry Stiller,",0427327,52975
Wheels on Meals (Kuai can che) (1984),Sammo Hung Kam-Bo,"Jackie Chan, Biao Yuen, Sammo Hung Kam-Bo",0087578,53022
Shrek the Third (2007),"Chris Miller, Raman Hui","Mike Myers, Cameron Diaz, Eddie Murphy, Antonio Banderas, Julie Andrews, John Cleese",0413267,53121
Pirates of the Caribbean: At World's End (2007),Gore Verbinski,"Johnny Depp, Orlando Bloom, Keira Knightley, Geoffrey Rush, Jack Davenport",0449088,53125
Bug (2007),William Friedkin,"Ashley Judd, Michael Shannon, Harry Connick Jr.",0470705,53127
Mr. Brooks (2007),Bruce A. Evans,"Kevin Costner, Demi Moore, William Hurt, Dane Cook, Marg Helgenberger",0780571,53129
"Librarian: Return to King Solomon's Mines, The (2006)",Jonathan Frakes,"Noah Wyle, Gabrielle Anwar, Bob Newhart, Jane Curtin, Erick Avari, Robert Foxworth, Hakeem Kae-Kazim",0455596,53138
"I'm a Cyborg, But That's OK (Saibogujiman kwenchana) (2006)",Chan-Wook Park,"Su-jeong Lim, Jung Ji Hun, Hie-jin Choi, Byeong-ok Kim",0497137,53161
Ocean's Thirteen (2007),Steven Soderbergh,"George Clooney, Brad Pitt, Matt Damon, Elliott Gould, Al Pacino, Don Cheadle, Casey Affleck, Bernie Mac, Scott Caan, Carl Reiner, Andy Garcia, Ellen Barkin",0496806,53322
Them (Ils) (2006),"David Moreau, Xavier Palud","Olivia Bonamy, Michaël Cohen",0465203,53326
Sheitan (2006),Kim Chapiron,"Vincent Cassel, Olivier Bartélémy, Roxane Mesquida, Nico Le Phat Tan, Leïla Bekhti, Ladj Ly, Julie-Marie Parmentier, Monica Bellucci",0450843,53352
"Ghost Ship, The (1943)",Mark Robson,"Richard Dix, Russell Wade, Edith Barrett, Skelton Knaggs, Edmund Glover",0035937,53379
Starcrash (a.k.a. Star Crash) (1978),Luigi Cozzi,"Marjoe Gortner, Caroline Munro, Christopher Plummer, David Hasselhoff, Robert Tessier, Joe Spinell, Nadia Cassini",0079946,53453
Fantastic Four: Rise of the Silver Surfer (2007),Tim Story,"Ioan Gruffudd, Jessica Alba, Chris Evans, Michael Chiklis, Doug Jones, Laurence Fishburne",0486576,53464
Nancy Drew (2007),Andrew Fleming,"Emma Roberts, Josh Flitter, Max Thieriot, Tate Donovan, Rachael Leigh Cook, Kelly Vitz, Daniella Monet, Amy Bruckner, Kay Panabaker, Laura Harring, Adam Goldberg, Chris Kattan, Lindsay Sloane, Bruce Willis",0479500,53466
Death Proof (2007),Quentin Tarantino,"Kurt Russell, Zoe Bell, Rosario Dawson, Vanessa Ferlito, Sydney Tamiia Poitier, Tracie Thoms, Rose McGowan, Jordan Ladd, Mary Elizabeth Winstead, Quentin Tarantino, Eli Roth, Jonathan Loughran, Marley Shelton, Nicky Katt",1028528,53519
Robot Monster (1953),Phil Tucker," George Nader, Gregory Moffett, Claudia Barrett",0046248,53548
Rescue Dawn (2006),Werner Herzog,"Christian Bale, Steve Zahn, Jeremy Davies",0462504,53550
"Mistress of Spices, The (2005)",Paul Mayeda Berges,"Aishwarya Rai Bachchan, Dylan McDermott, Nitin Ganatra, Adewale Akinnuoye-Agbaje, Caroline Chikezie, Anupam Kher, Padma Lakshmi",0407998,53584
"Mystery of Picasso, The (Le mystère Picasso) (1956)",Henri-Georges Clouzot,Pablo Picasso,0049531,53774
David Holzman's Diary (1967),Jim McBride,"L.M. Kit Carson, Eileen Dietz",0062864,53833
Journey to Italy (Viaggio in Italia) (Voyage to Italy) (Voyage in Italy) (1954),Roberto Rossellini,"Ingrid Bergman, George Sanders",0046511,53835
Knock on Wood (1954),"Melvin Frank, Norman Panama","Danny Kaye, Mai Zetterling",0047152,53841
"Trials of Darryl Hunt, The (2006)","Ricki Stern, Anne Sundberg","Evelyn Jefferson, Fred Flagler, John Reeves",0446055,53885
Sicko (2007),Michael Moore,"Michael Moore, Tucker Albrizzi, Tony Benn",0386032,53894
1408 (2007),Mikael Håfström,"John Cusack, Samuel L. Jackson, Tony Shalhoub, Mary McCormack",0450385,53953
Live Free or Die Hard (2007),Len Wiseman,"Bruce Willis, Justin Long, Timothy Olyphant, Cliff Curtis, Mary Elizabeth Winstead, Maggie Q, Kevin Smith, Jonathan Sadowski",0337978,53972
License to Wed (2007),Ken Kwapis,"Robin Williams, Mandy Moore, John Krasinski, Eric Christian Olsen, Christine Taylor, Josh Flitter, DeRay Davis, Peter Strauss, Grace Zabriskie, Roxanne Hart, Mindy Kaling, Angela Kinsey, Rachael Harris, Brian Baumgartner",0762114,53974
Evan Almighty (2007),Tom Shadyac,"Jim Carey, Steve Carell, Morgan Freeman, Lauren Graham, John Goodman, Wanda Sykes, Molly Shannon",0413099,53993
Harry Potter and the Order of the Phoenix (2007),David Yates,"Daniel Radcliffe, Emma Watson, Rupert Grint, Helena Bonham Carter, Ralph Fiennes, Brendan Gleeson, Maggie Smith, George Harris, Imelda Staunton, Harry Melling, Fiona Shaw, Richard Griffiths, Jessica Hynes, Natalia Tena, Peter Cartwright, Gary Oldman, Mark Williams, David Thewlis, Jason Isaacs, Michael Gambon, Tom Felton, David Bradley, Alan Rickman, Emma Thompson, Warwick Davis, Robbie Coltrane, Timothy Spall",0373889,54001
I Now Pronounce You Chuck and Larry (2007),Dennis Dugan,"Adam Sandler, Kevin James, Jessica Biel, Dan Aykroyd, Ving Rhames, Steve Buscemi, Allen Covert, Rachel Dratch, Richard Chamberlain, Nick Swardson, Blake Clark, Lance Bass,Dave Matthews, Rob Corddry, Robert Smigel, Jonathan Loughran, Peter Dante, John Farley, Jackie Sandler, Dennis Dugan, Tila Nguyen, Adam Herschman, Rob Schneider, David Spade",0762107,54004
"Mean Season, The (1985)",Phillip Borsos,"Kurt Russell, Mariel Hemingway, Richard Jordan, Richard Masur, Richard Bradford, Joe Pantoliano, Andy Garcia, Rose Portillo, William Smith",0089572,54049
First Snow (2006),Mark Fergus,"Guy Pearce, Piper Perabo, William Fichtner, J.K. Simmons",0432289,54116
Broken Arrow (1950),Delmer Daves,"James Stewart, Jeff Chandler, Debra Paget, Basil Ruysdael, Will Geer, Joyce Mackenzie, Arthur Hunnicutt",0042286,54121
Across the Universe (2007),Julie Taymor,"Jim Sturgess, Evan Rachel Wood, Joe Anderson, Linda Emond",0445922,54190
Brand Upon the Brain! (2006),Guy Maddin,"Gretchen Krich, Sullivan Brown, Maya Lawson, Katherine E. Scharhon, Todd Moore, Andrew Loviska, Kellan Larson, Erik Steffen Maahs",0443455,54196
Hot Rod (2007),Akiva Schaffer,"Andy Samberg, Jorma Taccone, Isla Fisher, Bill Hader, Danny McBride, Ian McShane, Sissy Spacek, Will Arnett, Chris Parnell, Brittney Irvin",0787475,54256
Stardust (2007),Matthew Vaughn,"Charlie Cox, Claire Danes, Robert De Niro, Sienna Miller, Michelle Pfeiffer, Jason Flemyng, Peter O'Toole, Ian McKellen, Rupert Everett, David Kelly, Ricky Gervais, Sarah Alexander, Mark Strong",0486655,54259
"Bourne Ultimatum, The (2007)",Paul Greengrass,"Matt Damon, David Strathairn, Joan Allen, Paddy Considine, Julia Stiles",0440963,54286
My Best Friend (Mon meilleur ami) (2006),Patrice Leconte,"Daniel Auteuil, Dany Boon, Julie Gayet, Julie Durand, Henri Garcin",0778784,54328
You Kill Me (2007),John Dahl,"Ben Kingsley, Téa Leoni, Dennis Farina, Philip Baker Hall, Bill Pullman, Luke Wilson",0796375,54331
Tell No One (Ne le dis à personne) (2006),Guillaume Canet,"François Cluzet, Kristin Scott Thomas, Marie-Josée Croze, André Dussollier",0362225,54372
Arctic Tale (2007),"Adam Ravetch, Sarah Robertson",Queen Latifah,0488508,54505
Princesas (2005),Fernando León de Aranoa,"Candela Peña, Micaela Nevárez, Mariana Cordero, Llum Barrera, Violeta Pérez",0434292,54519
Resurrecting the Champ (2007),Rod Lurie,"Samuel L. Jackson, Josh Hartnett, Kathryn Morris, Dakota Goyo, Teri Hatcher, Alan Alda, Rachel Nichols, David Paymer, Ryan McDonald, Harry J. Lennix, Peter Coyote, Chris Ippolito, Stephen Strachan, Eugene Clark, Peter Skagen, Caitlynne Medrek",0416185,54612
Sydney White (2007),Joe Nussbaum,"Amanda Bynes, Matt Long, Sara Paxton, John Schneider, Jack Carpenter, Crystal Hunt, Jeremy Howard, Arnie Pantoja, Samm Levine, Danny Strong, Adam Hendershott, David Skyler, Donté Bonner,",0815244,54734
"Kingdom, The (2007)",Peter Berg,"Jamie Foxx, Chris Cooper, Jennifer Garner, Jason Bateman, Ashraf Barhom, Ali Suliman, Jeremy Piven, Richard Jenkins, Tim McGraw, Kyle Chandler, Frances Fisher, Danny Huston, Anna Deavere Smith, Minka Kelly, Uri Gavriel",0431197,54736
Wind Chill (2007),Gregory Jacobs,"Emily Blunt, Ashton Holmes, Martin Donovan, Ned Bellamy",0486051,54738
TerrorStorm: A History of Government-Sponsored Terrorism (2006),Alex Jones,"Alex Jones, George W. Bush, Dick Cheney, Adolf Hitler, Cindy Sheehan, Charlie Sheen",0863037,54758
"Invasion, The (2007)","Oliver Hirschbiegel, James McTeigue","Nicole Kidman, Daniel Craig, Jeremy Northam",0427392,54771
War (2007),Philip G Atwell,"Jet Li, Jason Statham, Nadine Velazquez, Steph Song, Devon Aoki, Kane Kosugi",0499556,54775
Halloween (2007),Rob Zombie,"Scout Taylor-Compton, Malcolm McDowell, Tyler Mane, Sheri Moon Zombie, William Forsythe, Danielle Harris, Kristina Klebe, Danny Trejo, Bill Moseley, Leslie Easterbrook, Brad Dourif, Udo Kier, Dee Wallace, Daryl Sabara, Ken Foree, Sybil Danning, Micky Dolenz, Sid Haig, ",0373883,54785
2 Days in Paris (2007),Julie Delpy,"Julie Delpy, Adam Goldberg, Daniel Brühl, Marie Pillet, Albert Delpy, Aleksia Landeau, Adan Jodorowsky, Alexandre Nahon",0841044,54796
Brighton Rock (1947),John Boulting,"Richard Attenborough,Carol Marsh,Hermione Baddeley,William Hartnell,Harcourt Williams,Wylie Watson,Nigel Stock",0039220,54833
Keoma (1976),Enzo G. Castellari,"Franco Nero, Woody Strode",0074740,54872
"Professional Gun, A (Mercenary, The) (Mercenario, Il) (1968)",Sergio Corbucci,"Franco Nero, Jack Palance, Tony Musante",0063293,54878
"Nines, The (2007)",John August,"Ryan Reynolds, Hope Davis, Melissa McCarthy",0810988,54962
"Hunting and Gathering (Ensemble, c'est tout) (2007)",Claude Berri,"Audrey Tautou, Guillaume Canet, Laurent Stocker, Françoise Bertin, Alain Sachs",0792965,54967
Planet Terror (2007),Robert Rodriguez,"Rose McGowan, Freddy Rodriguez, Josh Brolin, Marley Shelton, Jeff Fahey, Michael Biehn, Bruce Willis, Naveen Andrews, Julio Oscar Mechoso, Stacy Ferguson, Nicky Katt, Tom Savini, Quentin Tarantino, Danny Trejo, Cheech Marin, Zoe Bell, Ava Santana",1077258,54995
Shoot 'Em Up (2007),Michael Davis,"Clive Owen, Paul Giamatti, Monica Bellucci, Stephen McHattie, Greg Bryk, Julian Richings, David Ury, ",0465602,54999
Gotti (1996),Robert Harmon,"Armand Assante, Anthony Quinn, William Forsythe",0116441,55036
Atonement (2007),Joe Wright,"Keira Knightley, James McAvoy, Romola Garai, Saoirse Ronan",0783233,55052
"4 Months, 3 Weeks and 2 Days (4 luni, 3 saptamâni si 2 zile) (2007)",Cristian Mungiu,"Anamaria Marinca, Laura Vasiliu",1032846,55069
"Brave One, The (2007)",Neil Jordan,"Jodie Foster, Terrence Howard, Naveen Andrews, Nicky Katt, Mary Steenburgen, Jane Adams, Zoe Kravitz",0476964,55080
In the Valley of Elah (2007),Paul Haggis,"Tommy Lee Jones, Charlize Theron, Jason Patric, Susan Sarandon, James Franco, Josh Brolin",0478134,55094
Design for Living (1933),Ernst Lubitsch,"Fredric March, Gary Cooper, Miriam Hopkins, Edward Everett Horton	 ",0023940,55106
Eastern Promises (2007),David Cronenberg,"Naomi Watts, Viggo Mortensen, Armin Mueller-Stahl, Vincent Cassel, Sinéad Cusack",0765443,55118
Vengeance is Mine (Fukushu suruwa wareniari) (1979),Shôhei Imamura,"Ken Ogata, Mayumi Ogawa, Rentaro Migumi",0079182,55159
Tekkonkinkreet (Tekkon kinkurîto) (2006),Michael Arias,"Kazunari Ninomiya,Yû Aoi",0831888,55167
In the Shadow of the Moon (2007),David Sington,"Buzz Aldrin, Jim Lovell, Eugene Cernan, Michael Collins, Charlie Duke, Alan Bean",0925248,55176
"Contractor, The (2007)",Josef Rusnak,"Wesley Snipes, Charles Dance, Lena Headey,Eliza Bennett",0770806,55199
Interview (2007),Steve Buscemi,"Steve Buscemi, Sienna Miller",0480269,55205
Good Luck Chuck (2007),Mark Helfrich,"Dane Cook, Jessica Alba, Dan Fogler",0452625,55245
Feast of Love (2007),Robert Benton,"Morgan Freeman, Radha Mitchell, Alexa Davalos, Greg Kinnear, Selma Blair, Billy Burke",0800027,55255
"Heartbreak Kid, The (2007)","Bobby Farrelly, Peter Farrelly","Ben Stiller, Michelle Monaghan, Malin Akerman, Jerry Stiller, Carlos Mencia, Danny McBride",0408839,55261
Dan in Real Life (2007),Peter Hedges,"Steve Carell, Juliette Binoche, Dane Cook, John Mahoney, Dianne Wiest",0480242,55267
We Own the Night (2007),James Gray,"Joaquin Phoenix, Mark Wahlberg, Robert Duvall, Eva Mendes, Tony Musante",0498399,55272
Michael Clayton (2007),Tony Gilroy,"George Clooney, Tom Wilkinson, Tilda Swinton, Sydney Pollack, Michael O'Keefe",0465538,55276
Sleuth (2007),Kenneth Branagh,"Michael Caine, Jude Law",0857265,55278
Things We Lost in the Fire (2007),Susanne Bier,"Halle Berry, Benicio Del Toro, David Duchovny, Alison Lohman, Sarah Dubrovsky",0469623,55286
Alien Autopsy (2006),Jonny Campbell,"Declan Donnelly, Anthony McPartlin, Bill Pullman",0466664,55329
Beaufort (2007),Joseph Cedar,"Oshri Cohen, Alon Abutbul, Eli Altonio, Daniel Brook, Ohad Knoller",0758732,55402
I'm Reed Fish (2006),Zackary Adler,"Jay Baruchel, Alexis Bledel, Victor Rasuk, Schuyler Fisk, A.J. Cook, Katey Sagal, Chris Parnell, Shiri Appleby, Valerie Azlynn, DJ Qualls, Tommy Dewey, Jim Cody Williams, Rossif Sutherland",0464061,55419
Persepolis (2007),"Vincent Paronnaud, Marjane Satrapi","Simon Abkarian, Chiara Mastroianni, Catherine Deneuve, Danielle Darrieux, Gabrielle Lopes",0808417,55442
Control (2007),Anton Corbijn,"Sam Riley, Samantha Morton, Craig Parkinson, Toby Kebbell",0421082,55444
"Edge of Heaven, The (Auf der anderen Seite) (2007)",Fatih Akin,"Nurgül Yesilçay, Baki Davrak, Tuncel Kurtiz, Hanna Schygulla, Patrycia Ziolkowska",0880502,55555
Scum (1979),Alan Clarke,"Ray Winstone, Mick Ford, Julian Firth, John Blundell, Phil Daniels, John Judd, Philip Jackson",0079871,55652
Return to the 36th Chamber (Shao Lin da peng da shi) (1980) ,Chia-Liang Liu,"Chia-Hui Liu, Lung Wei Wang, Hou Hsiao, Lun Hua",0081494,55659
My Kid Could Paint That (2007),Amir Bar-Lev,"Amir Bar-Lev, Laura Olmstead, Mark Olmstead, Marla Olmstead, Anthony Brunelli, Elizabeth Cohen, Michael Kimmelman",0912592,55687
"Amanece, que no es poco (1989)",José Luis Cuerda,"José Sazatornil, Carmen de Lirio, Francisco Martínez",0094641,55691
Secret Sunshine (Milyang) (2007),Chang-dong Lee,"Do-yeon Jeon, Kang-ho Song",0817225,55705
Elite Squad (Tropa de Elite) (2007),José Padilha,"Wagner Moura, Caio Junqueira, André Ramiro, Maria Ribeiro, Fernanda Machado, Fernanda de Freitas, Paulo Vilela, Milhem Cortaz, Marcelo Valle, Fábio Lago",0861739,55721
King of California (2007),Mike Cahill,"Michael Douglas, Evan Rachel Wood, Willis Burks II",0388182,55729
Bee Movie (2007),"Steve Hickner, Simon J. Smith","Jerry Seinfeld, Renée Zellweger, Matthew Broderick, Patrick Warburton, John Goodman, Chris Rock, Kathy Bates, Barry Levinson",0389790,55768
"Diving Bell and the Butterfly, The (Scaphandre et le papillon, Le) (2007)",Julian Schnabel,"Mathieu Amalric, Emmanuelle Seigner, Marie-Josée Croze, Anne Consigny, Patrick Chesnais, Niels Arestrup, Olatz López Garmendia, Jean-Pierre Cassel, Marina Hands, Max von Sydow, Isaach De Bankolé, Emma de Caunes, Nicolas Le Riche, Azzedine Alaïa, Michael Wincott, Jean-Baptiste Mondino, Lenny Kravitz, Farida Khelfa",0401383,55814
No Country for Old Men (2007),"Ethan Coen, Joel Coen","Tommy Lee Jones, Javier Bardem, Josh Brolin, Woody Harrelson, Kelly Macdonald",0477348,55820
August Rush (2007),Kirsten Sheridan,"Freddie Highmore, Keri Russell, Jonathan Rhys Meyers, Robin Williams, Terrence Howard",0426931,55872
"You, the Living (Du levande) (2007)",Roy Andersson,"Jessika Lundberg, Elisabeth Helander, Björn Englund",0445336,55901
Mr. Magorium's Wonder Emporium (2007),Zach Helm,"Ted Ludzik, Dustin Hoffman, Natalie Portman, Zach Mills, Jason Bateman",0457419,55999
Southland Tales (2006),Richard Kelly,"Carlos Amezcua, Curtis Armstrong, Nora Dunn, Janeane Garofalo, Sarah Michelle Gellar, Beth Grant, Wood Harris, Dwayne Johnson, Christopher Lambert, John Larroquette, Ling Bai, Jon Lovitz, Mandy Moore, Holmes Osborne, Cheri Oteri, Amy Poehler, Lou Taylor Pucci, Miranda Richardson, Jill Ritchie, Zelda Rubinstein, Will Sasso, Seann William Scott, Wallace Shawn, Kevin Smith, Justin Timberlake, Eli Roth",0405336,56003
Harrison Bergeron (1995),Bruce Pittman,"Sean Astin, Miranda de Pencier, Eugene Levy, Howie Mandel,",0113264,56022
Smiley Face (2007),Gregg Araki,"Anna Faris, Adam Brody, Jane Lynch, John Krasinski, Marion Ross, John Cho",0780608,56079
12 (2007),Nikita Mikhalkov,"Sergei Makovetsky, Nikita Mikhalkov, Sergey Garmash, Valentin Gaft, Aleksei Petrenko, Yuriy Stoyanov, Sergei Gazarov, Mikhail Efremov, Aleksey Gorbunov, Sergei Artsybashev, Viktor Verzhbitskiy, Roman Madyanov",0488478,56093
XXY (2007),Lucía Puenzo,"Ricardo Darín, Valeria Bertuccelli, Germán Palacios, Carolina Pelleritti, Martín Piroyansky, Inés Efron",0995829,56095
Endgame: Blueprint for Global Enslavement (2007),Alex Jones,"Ron Paul, Aldous Huxley, H.G. Wells, Hank Gilbert, James Wolfensohn, David Rockefeller, Richard Holbrooke, Jim Tucker, Daniel Estulin, Alex Jones, Michael Coffman, Col. Arthur Peterson",1135489,56102
Enchanted (2007),Kevin Lima,"Amy Adams, Patrick Dempsey, Susan Sarandon, James Marsden",0461770,56152
P2 (2007),Franck Khalfoun,"Rachel Nichols, Wes Bentley",0804516,56165
Awake (2007),Joby Harold,"Hayden Christensen, Jessica Alba, Lena Olin",0211933,56169
I Am Legend (2007),Francis Lawrence,"Will Smith, Alice Braga, Charlie Tahan, Dash Mihok",0480249,56174
Alvin and the Chipmunks (2007),Tim Hill,"Jason Lee, David Cross, Cameron Richardson, Jane Lynch, Justin Long, Matthew Gray Gubler, Jesse McCartney, Oliver Muirhead, Erin Chambers, Jillian Barberie",0952640,56176
Margot at the Wedding (2007),Noah Baumbach,"Nicole Kidman, Jennifer Jason Leigh, Jack Black, Ciarán Hinds, John Turturro",0757361,56274
Beyond the Law (1993),Larry Ferguson,"Charlie Sheen, Courtney B. Vance, Michael Madsen, Linda Fiorentino, Leon Rippy, Dennis Burkley, Rip Torn",0103805,56294
Wrong Turn 2: Dead End (2007),Joe Lynch,"Henry Rollins, Erica Leerhsen, Steve Braun, Aleksa Palladino, Texas Battle",0804555,56336
Tokyo Twilight (Tôkyô boshoku) (1957),Yasujirô Ozu,"Ineko Arima, Chishu Ryu, Setsuko Hara",0051093,56372
"Swimming Pool, The (La piscine) (1969)",Jacques Deray,"Alain Delon, Romy Schneider, Maurice Ronet, Jane Birkin",0064816,56432
"Buy the Ticket, Take the Ride: Hunter S. Thompson on Film (2006)",Tom Thurman,Nick Nolte,0775438,56490
"War on Democracy, The (2007)","Christopher Martin, John Pilger","John Pilger, Philip Agee, Salvador Allende",1029172,56580
"Bucket List, The (2007)",Rob Reiner,"Jack Nicholson, Morgan Freeman, Sean Hayes, Beverly Todd, Rob Morrow",0825232,56587
"Regular Lovers (Amants réguliers, Les) (2005)",Philippe Garrel,"Louis Garrel, Clotilde Hesme, Julien Lucas, Eric Rulliat, Nicolas Bridet",0443844,56614
Seduced and Abandoned (Sedotta e abbandonata) (1964),Pietro Germi,"Saro Urzì, Stefania Sandrelli, Aldo Puglisi, Lando Buzzanca",0058564,56651
Longford (2006),Tom Hooper,"Jim Broadbent, Samantha Morton, Andy Serkis",0759612,56744
Sweeney Todd: The Demon Barber of Fleet Street (2007),Tim Burton,"Johnny Depp, Helena Bonham Carter, Alan Rickman, Timothy Spall, Sacha Baron Cohen, Jamie Campbell Bower, Laura Michelle Kelly, Jayne Wisener, Ed Sanders",0408236,56757
National Treasure: Book of Secrets (2007),Jon Turteltaub,"Nicolas Cage, Justin Bartha, Diane Kruger, Jon Voight, Helen Mirren, Ed Harris, Harvey Keitel, Bruce Greenwood",0465234,56775
Rabbit Without Ears (Keinohrhasen) (2007),Til Schweiger,"Til Schweiger, Nora Tschirner, 	Matthias Schweighöfer, Alwara Höfels, Jürgen Vogel",0960790,56846
P.S. I Love You (2007),Richard LaGravenese,"Hilary Swank, Gerard Butler, Kathy Bates, Harry Connick Jr., Lisa Kudrow",0431308,56941
27 Dresses (2008),Anne Fletcher,"Katherine Heigl, Judy Greer, James Marsden, Maulik Pancholy, Krysten Ritter, Melora Hardin, Edward Burns, Malin Akerman, Ronald Guttman",0988595,56949
"Pumpkin Eater, The (1964)",Jack Clayton,"Anne Bancroft, Peter Finch, James Mason, Cedric Hardwicke, Rosalind Atkinson, Alan Webb, Maggie Smith",0058500,57017
Like Stars on Earth (Taare Zameen Par) (2007),Aamir Khan,"Darsheel Safary, Aamir Khan, Tanay Chheda, Sachet Engineer, Tisca Chopra, Vipin Sharma",0986264,57183
[REC] (2007),"Jaume Balagueró, Paco Plaza","Manuela Velasco, Pablo Rosso, Ferran Terraza, Jorge Serrano",1038988,57274
And Soon the Darkness (1970),Robert Fuest,"Pamela Franklin, Michele Dotrice, Sandor Elès",0065398,57282
Cloverfield (2008),Matt Reeves,"Mike Vogel, Jessica Lucas, Lizzy Caplan",1060277,57368
Mad Money (2008),Callie Khouri,"Diane Keaton, Queen Latifah, Katie Holmes",0951216,57370
Cleaner (2007),Renny Harlin,"Samuel L. Jackson, Ed Harris, Eva Mendes, Keke Palmer, Luis Guzmán",0896798,57401
Blonde Ambition (2007),Scott Marshall,"Jessica Simpson, Luke Wilson, Rachael Leigh Cook, Penelope Ann Miller, Andy Dick, Drew Fuller, Larry Miller, Willie Nelson, Ritchie Montgomery, Paul Vogt, Penny Marshall, Christa Campbell",0887719,57426
Timber Falls (2007),Tony Giglio,"Josh Randall, Brianna Brown, Nick Searcy, Beth Broderick",0857295,57432
Cat Soup (Nekojiru-so) (2001),Tatsuo Sato,,0385586,57502
Untraceable (2008),Gregory Hoblit,"Diane Lane, Colin Hanks, Joseph Cross, Billy Burke, Peter Lewis",0880578,57526
Rambo (Rambo 4) (2008),Sylvester Stallone,"Sylvester Stallone, Julie Benz, Matthew Marsden, Graham McTavish",0462499,57528
Meet the Spartans (2008),"Jason Friedberg, Aaron Seltzer","Sean Maguire, Carmen Electra, Ken Davitian, Kevin Sorbo, Diedrich Bader, Method Man, Jareb Dauplaise, Travis Van Winkle, Phil Morris, Ike Barinholtz, Martin Klebba",1073498,57532
"Eye, The (2008)","David Moreau, Xavier Palud","Jessica Alba, Alessandro Nivola, Parker Posey, Rade Serbedzija, Rachel Ticotin, Obba Babatundé, Chloë Grace Moretz, Tamlyn Tomita",0406759,57534
Strange Wilderness (2008),Fred Wolf,"Steve Zahn, Allen Covert, Jonah Hill, Kevin Heffernan, Ashley Scott, Peter Dante, Harry Hamlin, Robert Patrick, Joe Don Baker, Blake Clark, Justin Long, Jeff Garlin, Ernest Borgnine, John Farley",0489282,57536
Hellboy II: The Golden Army (2008),Guillermo del Toro,"Ron Perlman, Selma Blair, John Hurt, Doug Jones, Jeffrey Tambor, Luke Goss",0411477,57640
